source_system,incident_id,report_date,year,state,system_type,cause_text,type_of_disturbance,customers_affected,fatalities,injuries,property_damage_usd,control_telecom_categories,control_or_telecom_involved
PHMSA,20260196,8/27/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260200,8/30/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260199,8/28/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260188,8/13/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260197,8/27/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260198,8/28/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260191,8/18/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260195,8/25/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260194,8/24/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260192,8/19/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260193,8/21/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260190,8/18/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260184,8/11/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260185,8/12/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260186,8/12/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260187,8/13/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260183,8/11/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260189,8/14/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260182,8/6/2026,2026,,hazardous_liquid,EXCAVATION DAMAGE,EXCAVATION DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260171,7/28/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260169,7/24/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260173,7/29/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260181,7/31/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260179,7/31/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260178,7/31/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260180,7/31/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260176,7/30/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260175,7/30/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260174,7/29/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260172,7/29/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260170,7/28/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260177,7/30/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260168,7/24/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260165,7/22/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260157,7/7/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260167,7/23/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260164,7/20/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260156,7/7/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260163,7/16/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260159,7/8/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260147,6/24/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260161,7/10/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260162,7/16/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260155,7/7/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260160,7/8/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260158,7/8/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260154,7/6/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260153,7/6/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260146,6/22/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260152,7/2/2026,2026,,hazardous_liquid,MATERIAL FAILURE OF PIPE OR WELD,MATERIAL FAILURE OF PIPE OR WELD,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260151,7/2/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260166,7/23/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260149,6/29/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260150,6/30/2026,2026,,hazardous_liquid,NATURAL FORCE DAMAGE,NATURAL FORCE DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260144,6/22/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260140,6/16/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260148,6/29/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260143,6/19/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260145,6/22/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260141,6/18/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260142,6/19/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260139,6/15/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260138,6/15/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260137,6/12/2026,2026,,hazardous_liquid,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260126,5/20/2026,2026,,hazardous_liquid,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260136,6/5/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260135,6/4/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260129,5/21/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260132,5/29/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260133,5/29/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260130,5/21/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260131,5/27/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260123,5/18/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260125,5/19/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260128,5/20/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260127,5/20/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260124,5/18/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260120,5/15/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260121,5/15/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260122,5/15/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260118,5/14/2026,2026,,hazardous_liquid,EXCAVATION DAMAGE,EXCAVATION DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260107,5/5/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260110,5/7/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260117,5/14/2026,2026,,hazardous_liquid,NATURAL FORCE DAMAGE,NATURAL FORCE DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260113,5/8/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260119,5/14/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260114,5/8/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260112,5/8/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260116,5/8/2026,2026,,hazardous_liquid,EXCAVATION DAMAGE,EXCAVATION DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260111,5/7/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260115,5/8/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260108,5/6/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260109,5/6/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260105,5/1/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260106,5/1/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260104,4/30/2026,2026,,hazardous_liquid,EXCAVATION DAMAGE,EXCAVATION DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260101,4/23/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260102,4/27/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260103,4/27/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260100,4/22/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260099,4/21/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260095,4/10/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260098,4/17/2026,2026,,hazardous_liquid,EXCAVATION DAMAGE,EXCAVATION DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260089,4/8/2026,2026,,hazardous_liquid,NATURAL FORCE DAMAGE,NATURAL FORCE DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260097,4/14/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260091,4/9/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260092,4/9/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260096,4/10/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260088,4/7/2026,2026,,hazardous_liquid,MATERIAL FAILURE OF PIPE OR WELD,MATERIAL FAILURE OF PIPE OR WELD,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260094,4/9/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260093,4/9/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260086,4/6/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260087,4/7/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260084,4/2/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260085,4/5/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260082,4/2/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260083,4/2/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260134,6/3/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260076,3/26/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260081,3/30/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260079,3/27/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260078,3/27/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260075,3/26/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260066,3/20/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260072,3/24/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260062,3/17/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260071,3/23/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260077,3/27/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260080,3/27/2026,2026,,hazardous_liquid,MATERIAL FAILURE OF PIPE OR WELD,MATERIAL FAILURE OF PIPE OR WELD,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260073,3/25/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260074,3/26/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260060,3/17/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260070,3/22/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260063,3/18/2026,2026,,hazardous_liquid,EXCAVATION DAMAGE,EXCAVATION DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260061,3/17/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260069,3/20/2026,2026,,hazardous_liquid,MATERIAL FAILURE OF PIPE OR WELD,MATERIAL FAILURE OF PIPE OR WELD,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260067,3/20/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260068,3/20/2026,2026,,hazardous_liquid,MATERIAL FAILURE OF PIPE OR WELD,MATERIAL FAILURE OF PIPE OR WELD,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260059,3/17/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260053,3/11/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260064,3/18/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260055,3/13/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260052,3/10/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260057,3/16/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260054,3/11/2026,2026,,hazardous_liquid,NATURAL FORCE DAMAGE,NATURAL FORCE DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260058,3/17/2026,2026,,hazardous_liquid,MATERIAL FAILURE OF PIPE OR WELD,MATERIAL FAILURE OF PIPE OR WELD,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260056,3/13/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260051,3/9/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260041,3/2/2026,2026,,hazardous_liquid,INCORRECT OPERATION,INCORRECT OPERATION,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260048,3/5/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260050,3/9/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260065,3/19/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260045,3/4/2026,2026,,hazardous_liquid,OTHER ACCIDENT CAUSE,OTHER ACCIDENT CAUSE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260049,3/5/2026,2026,,hazardous_liquid,MATERIAL FAILURE OF PIPE OR WELD,MATERIAL FAILURE OF PIPE OR WELD,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260047,3/4/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260042,3/2/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260046,3/4/2026,2026,,hazardous_liquid,NATURAL FORCE DAMAGE,NATURAL FORCE DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260044,3/3/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260030,2/20/2026,2026,,hazardous_liquid,NATURAL FORCE DAMAGE,NATURAL FORCE DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260037,2/26/2026,2026,,hazardous_liquid,NATURAL FORCE DAMAGE,NATURAL FORCE DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260031,2/21/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260036,2/24/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260034,2/24/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260040,2/27/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260039,2/26/2026,2026,,hazardous_liquid,NATURAL FORCE DAMAGE,NATURAL FORCE DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260033,2/24/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260035,2/24/2026,2026,,hazardous_liquid,NATURAL FORCE DAMAGE,NATURAL FORCE DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260038,2/26/2026,2026,,hazardous_liquid,NATURAL FORCE DAMAGE,NATURAL FORCE DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260032,2/23/2026,2026,,hazardous_liquid,NATURAL FORCE DAMAGE,NATURAL FORCE DAMAGE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260026,2/13/2026,2026,,hazardous_liquid,CORROSION FAILURE,CORROSION FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260029,2/17/2026,2026,,hazardous_liquid,EQUIPMENT FAILURE,EQUIPMENT FAILURE,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260028,2/16/2026,2026,,hazardous_liquid,MATERIAL FAILURE OF PIPE OR WELD,MATERIAL FAILURE OF PIPE OR WELD,,0.0,0.0,,not control-system/telecom related,False
PHMSA,20260027,2/13/2026,2026,,hazardous_liquid,NATURAL FORCE DAMAGE,NATURAL FORCE DAMAGE,,0.0,0.0,,not control-system/telecom related,False
