Event ID,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Geographic Areas,NERC Region,Event Type,Alert Criteria,Demand Loss (MW),Number of Customers Affected,Number of Fatalities,Number of Injuries,Estimated Cost,oe417_source_year,oe417_source_sheet
OE417-2011-0191,2011-07-29 00:00:00,20:45:00,2011-08-01 00:00:00,04:24:00,Central New Jersey,RFC,Severe Weather,,,67900,,,,2011,2011
OE417-2011-0192,2011-08-01 00:00:00,15:00:00,2011-08-05 00:00:00,19:00:00,Texas,TRE,Public Appeal to Reduce Electricity Usage,,0,0,,,,2011,2011
OE417-2011-0193,2011-08-01 00:00:00,14:18:00,2011-08-01 00:00:00,14:18:00,"Jefferson, Oregon",WECC,Vandalism,,,,,,,2011,2011
OE417-2011-0194,2011-08-02 00:00:00,21:30:00,2011-08-03 00:00:00,19:00:00,"Northeast, Illinois",RFC,Severe Weather,,UNK,71500,,,,2011,2011
OE417-2011-0195,2011-08-02 00:00:00,10:15:00,2011-08-03 00:00:00,09:16:00,Oklahoma,SPP,Public Appeal to Reduce Electricity Usage,,,,,,,2011,2011
OE417-2011-0196,2011-08-03 00:00:00,10:00:00,2011-08-19 00:00:00,10:00:00,Western New York,NPCC,Fuel Supply Deficiency (Coal),,675,UNK,,,,2011,2011
OE417-2011-0197,2011-08-03 00:00:00,16:30:00,2011-08-03 00:00:00,21:00:00,Central Arkansas,SPP,Public Appeal to Reduce Electricity Usage,,0,0,,,,2011,2011
OE417-2011-0198,2011-08-03 00:00:00,16:29:00,2011-08-03 00:00:00,23:40:00,Northeast Oklahoma,SPP,Public Appeal to Reduce Electricity Usage,,300,,,,,2011,2011
OE417-2011-0199,2011-08-04 00:00:00,10:30:00,2011-08-04 00:00:00,16:00:00,"Arkansas, Oklahoma, Texas",SPP,Public Appeal to Reduce Electricity Usage,,,,,,,2011,2011
OE417-2011-0200,2011-08-08 00:00:00,09:30:00,2011-08-08 00:00:00,09:30:00,"Greene County, Ohio",RFC,Suspected Physical Attack,,0,0,,,,2011,2011
OE417-2011-0201,2011-08-08 00:00:00,20:58:00,2011-08-10 00:00:00,16:30:00,Northern and Central Oklahoma,SPP,Severe Weather,,,54000,,,,2011,2011
OE417-2011-0202,2011-08-08 00:00:00,19:36:00,2011-08-09 00:00:00,12:00:00,Oklahoma,SPP,Electrical System Separation (Islanding),,92,14500,,,,2011,2011
OE417-2011-0203,2011-08-08 00:00:00,09:35:00,2011-08-08 00:00:00,16:00:00,"Collins Substation, Washington",WECC,Vandalism,,,,,,,2011,2011
OE417-2011-0204,2011-08-09 00:00:00,10:26:00,2011-08-09 00:00:00,17:00:00,"Polk Substation, Tacoma, Washington",WECC,Vandalism,,,,,,,2011,2011
OE417-2011-0205,2011-08-13 00:00:00,16:41:00,2011-08-14 00:00:00,19:00:00,Kentucky,SERC,Severe Weather,,UNK,181700,,,,2011,2011
OE417-2011-0206,2011-08-15 00:00:00,02:05:00,2011-08-15 00:00:00,03:40:00,Utah,WECC,Vandalism,,0,0,,,,2011,2011
OE417-2011-0207,2011-08-18 00:00:00,09:51:00,2011-08-18 00:00:00,16:00:00,"Collins Substation, Washington",WECC,Suspected Physical Attack,,,,,,,2011,2011
OE417-2011-0208,2011-08-20 00:00:00,17:42:00,2011-08-23 00:00:00,20:00:00,Southeastern Michigan,RFC,Severe Weather,,254,65000,,,,2011,2011
OE417-2011-0209,2011-08-21 00:00:00,22:45:00,2011-08-23 00:00:00,22:45:00,Puerto Rico,,Severe Weather,,2200,931000,,,,2011,2011
OE417-2011-0210,2011-08-22 00:00:00,10:05:00,2011-08-22 00:00:00,16:00:00,"Collins Substation, Washington",WECC,Suspected Physical Attack,,,,,,,2011,2011
OE417-2011-0211,2011-08-23 00:00:00,13:51:00,2011-08-23 00:00:00,13:51:00,Virginia,RFC,Earthquake,,0,0,,,,2011,2011
OE417-2011-0212,2011-08-23 00:00:00,10:30:00,2011-08-23 00:00:00,16:54:00,"Southeastern New Mexico,  Texas Panhandle",SPP,Public Appeal to Reduce Electricity Usage,,0,0,,,,2011,2011
OE417-2011-0213,2011-08-23 00:00:00,15:43:00,2011-08-23 00:00:00,19:00:00,Texas,TRE,Public Appeal to Reduce Electricity Usage,,0,0,,,,2011,2011
OE417-2011-0214,2011-08-24 00:00:00,13:20:00,2011-08-29 00:00:00,19:00:00,Texas,TRE,Public Appeal to Reduce Electricity Usage,,0,0,,,,2011,2011
OE417-2011-0215,2011-08-24 00:00:00,07:45:00,2011-08-25 00:00:00,06:00:00,"Houston area, Texas",TRE,Severe Weather,,485,79000,,,,2011,2011
OE417-2011-0216,2011-08-24 00:00:00,14:51:00,2011-08-24 00:00:00,22:00:00,"Arkansas, Louisiana, Texas",SPP,Severe Weather,,,53064,,,,2011,2011
OE417-2011-0217,2011-08-25 00:00:00,00:01:00,2011-08-25 00:00:00,00:01:00,Maine,NPCC,Suspected Physical Attack,,0,0,,,,2011,2011
OE417-2011-0218,2011-08-25 00:00:00,00:30:00,2011-08-28 00:00:00,20:00:00,"Cleveland area, Ohio",RFC,Severe Weather,,,107833,,,,2011,2011
OE417-2011-0219,2011-08-26 00:00:00,00:30:00,2011-08-28 00:00:00,00:30:00,Pennsylvania,RFC,Severe Weather,,,200717,,,,2011,2011
OE417-2011-0220,2011-08-27 00:00:00,23:05:00,2077-08-29 00:00:00,15:30:00,District of Columbia; Maryland,RFC,Severe Weather,,,220000,,,,2011,2011
OE417-2011-0221,2011-08-27 00:00:00,23:00:00,2011-08-29 00:00:00,08:00:00,Maryland,RFC,Severe Weather,,UNK,108000,,,,2011,2011
OE417-2011-0222,2011-08-27 00:00:00,22:00:00,2011-08-29 00:00:00,16:00:00,Southern New Jersey,RFC,Severe Weather,,320,140000,,,,2011,2011
OE417-2011-0223,2011-08-27 00:00:00,22:00:00,2011-08-29 00:00:00,22:00:00,Pennsylvania,RFC,Severe Weather,,,264000,,,,2011,2011
OE417-2011-0224,2011-08-27 00:00:00,20:30:00,2011-09-04 00:00:00,23:30:00,Maryland,RFC,Severe Weather,,1114,760113,,,,2011,2011
OE417-2011-0225,2011-08-27 00:00:00,13:00:00,2011-08-29 00:00:00,13:00:00,Delaware; Maryland,RFC,Severe Weather,,,165000,,,,2011,2011
OE417-2011-0226,2011-08-27 00:00:00,19:00:00,2011-08-29 00:00:00,13:31:00,Eastern North Carolina,SERC,Severe Weather,,200,136000,,,,2011,2011
OE417-2011-0227,2011-08-27 00:00:00,10:33:00,2011-08-29 00:00:00,14:00:00,North Carolina; Virginia,SERC,Severe Weather,,UNK,1000000,,,,2011,2011
OE417-2011-0228,2011-08-27 00:00:00,02:57:00,2011-08-29 00:00:00,23:30:00,Eastern North Carolina,SERC,Severe Weather,,UNK,285465,,,,2011,2011
OE417-2011-0229,2011-08-27 00:00:00,02:00:00,2011-08-27 00:00:00,05:15:00,Wilson County North Carolina,SERC,Distribution System Interruption,,2,1200,,,,2011,2011
OE417-2011-0230,2011-08-28 00:00:00,12:30:00,2011-08-28 00:00:00,12:31:00,New York,NPCC,Severe Weather,,,116000,,,,2011,2011
OE417-2011-0231,2011-08-28 00:00:00,12:10:00,2011-08-28 00:00:00,12:11:00,Eastern Massachusetts,NPCC,Severe Weather,,,50000,,,,2011,2011
OE417-2011-0232,2011-08-28 00:00:00,09:42:00,2011-08-30 00:00:00,00:01:00,Eastern New York,NPCC,Severe Weather,,,100000,,,,2011,2011
OE417-2011-0233,2011-08-28 00:00:00,07:40:00,2011-08-29 00:00:00,07:40:00,Southwest Connecticut,NPCC,Severe Weather,,,158000,,,,2011,2011
OE417-2011-0234,2011-08-28 00:00:00,07:00:00,2011-09-03 00:00:00,00:01:00,New York,NPCC,Severe Weather,,UNK,99700,,,,2011,2011
OE417-2011-0235,2011-08-28 00:00:00,05:01:00,2011-09-03 00:00:00,05:01:00,Borough's and Westshester County New York,NPCC,Severe Weather,,,50000,,,,2011,2011
OE417-2011-0236,2011-08-28 00:00:00,05:00:00,2011-08-30 00:00:00,05:00:00,"Long Island, New York",NPCC,Severe Weather,,UNK,152261,,,,2011,2011
OE417-2011-0237,2011-08-28 00:00:00,00:01:00,2011-08-30 00:00:00,00:01:00,"Mid-Hudson, New York",NPCC,Severe Weather,,,180000,,,,2011,2011
OE417-2011-0238,2011-08-28 00:00:00,02:58:00,2011-08-30 00:00:00,02:58:00,Eastern and Northeastern Pennsylvania,RFC,Severe Weather,,110,284000,,,,2011,2011
OE417-2011-0239,2011-08-28 00:00:00,00:30:00,2011-08-30 00:00:00,00:30:00,Northern and Central New Jersey,RFC,Severe Weather,,,650000,,,,2011,2011
OE417-2011-0240,2011-08-28 00:00:00,00:23:00,2011-08-30 00:00:00,00:23:00,New Jersey,RFC,Severe Weather,,500,665000,,,,2011,2011
OE417-2011-0241,2011-08-28 00:00:00,20:55:00,2011-08-28 00:00:00,23:39:00,"Calapooya Substation, Oregon",WECC,Suspected Physical Attack,,0,0,,,,2011,2011
OE417-2011-0242,2011-08-31 00:00:00,12:52:00,2011-08-31 00:00:00,12:52:00,Southwest Ohio,RFC,Suspected Physical Attack,,0,0,,,,2011,2011
OE417-2011-0243,2011-09-01 00:00:00,08:13:00,2011-09-01 00:00:00,16:00:00,"Graham Substaion, Washington",WECC,Vandalism,,,,,,,2011,2011
OE417-2011-0244,2011-09-03 00:00:00,14:00:00,2011-09-08 00:00:00,18:00:00,"Southeast Lower Peninsula, Michigan",RFC,Severe Weather,,UNK,105000,,,,2011,2011
OE417-2011-0245,2011-09-05 00:00:00,16:30:00,2011-09-07 00:00:00,15:45:00,Alabama; Georgia,SERC,Severe Weather,,177,53295,,,,2011,2011
OE417-2011-0246,2011-09-07 00:00:00,00:08:00,2011-09-07 00:00:00,10:50:00,Western Connecticut; New York,NPCC,Actual Physical Attack,,0,0,,,,2011,2011
OE417-2011-0247,2011-09-08 00:00:00,15:28:00,2011-09-10 00:00:00,15:30:00,Arizona; California,WECC,Transmission/Distribution Interruption; Load Shed; Generation Inadequacy,,7000,2000000,,,,2011,2011
OE417-2011-0248,2011-09-08 00:00:00,19:53:00,2011-09-09 00:00:00,16:00:00,"Collins Substation, Tacoma, Washington",WECC,Vandalism,,,,,,,2011,2011
OE417-2011-0249,2011-09-12 00:00:00,09:15:00,2011-09-12 00:00:00,15:30:00,"English Creek, New Jersey",RFC,Vandalism,,0,0,,,,2011,2011
OE417-2011-0250,2011-09-13 00:00:00,11:43:00,2011-09-14 00:00:00,16:00:00,"Lacamas Substation, Roy, Washington",WECC,Vandalism,,,,,,,2011,2011
OE417-2011-0251,2011-09-13 00:00:00,14:03:00,2011-09-13 00:00:00,18:21:00,"Saranac, New York",NPCC,Vandalism,,,0,,,,2011,2011
OE417-2011-0252,2011-09-14 00:00:00,09:00:00,2011-09-14 00:00:00,14:00:00,"Salt Lake County, Utah",WECC,Vandalism,,0,0,,,,2011,2011
OE417-2011-0253,2011-09-20 00:00:00,12:55:00,2011-09-20 00:00:00,17:00:00,"Lacamas Substaion, Washington",WECC,Vandalism,,,,,,,2011,2011
OE417-2011-0254,2011-09-21 00:00:00,10:30:00,2011-09-21 00:00:00,10:30:00,"Hockessin, Delaware",RFC,Suspected Physical Attack,,0,0,,,,2011,2011
OE417-2011-0255,2011-09-21 00:00:00,14:37:00,2011-09-21 00:00:00,15:47:00,Puerto Rico,,Generation Inadequacy; Load Shed,,600,319616,,,,2011,2011
OE417-2011-0256,2011-09-22 00:00:00,14:50:00,2011-09-22 00:00:00,14:51:00,"Montgomery County, Ohio",RFC,Vandalism,,,0,,,,2011,2011
OE417-2011-0257,2011-09-23 00:00:00,09:04:00,2011-09-23 00:00:00,09:04:00,"North Haven, Connecticut",NPCC,Vandalism,,0,0,,,,2011,2011
OE417-2011-0258,2011-09-24 00:00:00,16:17:00,2011-09-25 00:00:00,16:00:00,"Collins Substation, Tacoma, Washington",WECC,Vandalism,,,,,,,2011,2011
OE417-2011-0259,2011-09-26 00:00:00,10:15:00,2011-09-26 00:00:00,10:15:00,"McKee City, New Jersey",RFC,Vandalism,,0,0,,,,2011,2011
OE417-2011-0260,2011-09-29 00:00:00,05:00:00,2011-09-30 00:00:00,06:00:00,"Houston metro area, Texas",TRE,Severe Weather,,,65000,,,,2011,2011
OE417-2011-0261,2011-09-28 00:00:00,09:30:00,2011-09-28 00:00:00,13:00:00,"Watertown, Connecticut",NPCC,Vandalism,,,,,,,2011,2011
OE417-2011-0262,2011-09-28 00:00:00,14:59:00,2011-09-28 00:00:00,14:59:00,"Dorothy, New Jersey",RFC,Vandalism,,0,0,,,,2011,2011
OE417-2011-0263,2011-09-28 00:00:00,16:41:00,2011-09-28 00:00:00,16:41:00,"Bethany Beach, Delaware",RFC,Suspected Physical Attack,,0,0,,,,2011,2011
OE417-2011-0264,2011-09-29 00:00:00,18:44:00,2011-09-30 00:00:00,16:00:00,"Collins Substation, Tacoma, Washington",WECC,Vandalism,,,,,,,2011,2011
OE417-2011-0265,2011-09-30 00:00:00,08:22:00,2011-09-30 00:00:00,08:22:00,"Wilmington, Delaware",RFC,Suspected Physical Attack,,0,0,,,,2011,2011
OE417-2011-0266,2011-10-06 00:00:00,11:07:00,2011-10-06 00:00:00,11:07:00,"Oquirrh Substation, Utah",WECC,Vandalism,,0,0,,,,2011,2011
OE417-2011-0267,2011-10-07 00:00:00,08:04:00,2011-10-07 00:00:00,16:00:00,"Olympic Pipeline, Spanaway, Washington",WECC,Suspected Physical Attack,,,,,,,2011,2011
OE417-2011-0268,2011-10-14 00:00:00,14:20:00,2011-10-14 00:00:00,14:20:00,"English Creek, New Jersey",RFC,Vandalism,,0,0,,,,2011,2011
OE417-2011-0269,2011-10-17 00:00:00,03:34:00,2011-10-17 00:00:00,10:42:00,"Seat Pleasant, Maryland",RFC,Vandalism,,0,0,,,,2011,2011
OE417-2011-0270,2011-10-17 00:00:00,15:44:00,2011-10-17 00:00:00,15:44:00,Southwest Ohio,RFC,Vandalism,,7,2000,,,,2011,2011
OE417-2011-0271,2011-10-18 00:00:00,03:45:00,2011-10-18 00:00:00,05:25:00,"Holmesburg Substation, Philadelphia, Pennsylvania",RFC,Suspected Physical Attack,,0,0,,,,2011,2011
OE417-2011-0272,2011-10-20 00:00:00,07:15:00,2011-10-20 00:00:00,07:15:00,"McKee, New Jersey",RFC,Vandalism,,0,0,,,,2011,2011
OE417-2011-0273,2011-10-24 00:00:00,23:37:00,2011-10-26 00:00:00,23:00:00,"Holmesburg Substation, Philadelphia, Pennsylvania",RFC,Suspected Physical Attack,,0,0,,,,2011,2011
OE417-2011-0274,2011-10-26 00:00:00,05:00:00,2011-10-27 00:00:00,15:00:00,"Denver; Ft. Collins, Colorado",WECC,Severe Weather,,UNK,204000,,,,2011,2011
OE417-2011-0275,2011-10-27 00:00:00,01:00:00,2011-10-27 00:00:00,02:36:00,"Munster, Indiana",RFC,Vandalism,,,,,,,2011,2011
OE417-2011-0276,2011-10-29 00:00:00,08:59:00,2011-11-07 00:00:00,19:58:00,Pennsylvania,RFC,Severe Weather,,UNK,312359,,,,2011,2011
OE417-2011-0277,2011-10-29 00:00:00,08:59:00,2011-11-07 00:00:00,15:00:00,Pennsylvania,RFC,Severe Weather,,UNK,50000,,,,2011,2011
OE417-2011-0278,2011-10-29 00:00:00,09:59:00,2011-11-07 00:00:00,13:00:00,Northwest and Central New Jersey,RFC,Severe Weather,,UNK,379000,,,,2011,2011
OE417-2011-0279,2011-10-29 00:00:00,11:18:00,2011-11-04 00:00:00,00:00:00,Southeast New York,NPCC,Severe Weather,,UNK,161151,,,,2011,2011
OE417-2011-0280,2011-10-29 00:00:00,12:57:00,2011-11-03 00:00:00,23:00:00,"Harrisburg, Lehigh Valley, Lancaster Region Pennsylvania",RFC,Severe Weather,,UNK,146721,,,,2011,2011
OE417-2011-0281,2011-10-29 00:00:00,14:00:00,2011-10-31 00:00:00,14:00:00,Southeast Pennsylvania,RFC,Severe Weather,,UNK,109335,,,,2011,2011
OE417-2011-0282,2011-10-29 00:00:00,14:30:00,2011-11-06 00:00:00,12:00:00,New Jersey,RFC,Severe Weather,,125,197000,,,,2011,2011
OE417-2011-0283,2011-10-29 00:00:00,15:00:00,2011-11-02 00:00:00,08:15:00,"Mid-Hudson Valley Region, New York",NPCC,Severe Weather,,,145000,,,,2011,2011
OE417-2011-0284,2011-10-29 00:00:00,16:14:00,2011-11-07 00:00:00,16:00:00,Connecticut; Maine; Massachusetts; New Hampshire; Rhode Island,NPCC,Severe Weather,,UNK,1418100,,,,2011,2011
OE417-2011-0285,2011-10-29 00:00:00,16:16:00,2011-11-02 00:00:00,21:30:00,New York City area,NPCC,Severe Weather,,UNK,50000,,,,2011,2011
OE417-2011-0286,2011-10-29 00:00:00,20:00:00,2011-10-31 00:00:00,20:00:00,New Jersey; New York,"NPCC, RFC",Severe Weather,,,74000,,,,2011,2011
OE417-2011-0287,2011-11-04 00:00:00,10:46:00,2011-11-04 00:00:00,10:46:00,"Sweetwater County, Wyoming",WECC,Vandalism,,0,0,,,,2011,2011
OE417-2011-0288,2011-11-13 00:00:00,11:30:00,2011-11-13 00:00:00,12:00:00,"Cate Road, Deerfield, New Hampshire",NPCC,Vandalism,,0,0,,,,2011,2011
OE417-2011-0289,2011-11-14 00:00:00,14:24:00,2011-11-14 00:00:00,14:24:00,"McKee, New Jersey",RFC,Vandalism,,0,0,,,,2011,2011
OE417-2011-0290,2011-11-22 00:00:00,23:16:00,2011-11-22 00:00:00,23:16:00,Indiana,RFC,Suspected Physical Attack,,0,0,,,,2011,2011
OE417-2011-0291,2011-11-30 00:00:00,10:00:00,2011-11-30 00:00:00,11:00:00,"Orchard Substation, Washington",WECC,Vandalism,,0,0,,,,2011,2011
OE417-2011-0292,2011-11-30 00:00:00,16:56:00,2011-12-02 00:00:00,10:00:00,"City of Los Angeles, California",WECC,Severe Weather,,UNK,150000,,,,2011,2011
OE417-2011-0293,2011-12-01 00:00:00,00:45:00,2011-12-07 00:00:00,21:00:00,Southern California,WECC,Severe Weather,,UNK,91690,,,,2011,2011
OE417-2011-0294,2011-12-01 00:00:00,03:29:00,2011-12-02 00:00:00,13:05:00,Northern California,WECC,Severe Weather,,300,100000,,,,2011,2011
OE417-2011-0295,2011-12-01 00:00:00,10:00:00,2011-12-02 00:00:00,13:11:00,Wasatch Front Area Utah,WECC,Severe Weather,,UNK,60000,,,,2011,2011
OE417-2011-0296,2011-12-02 00:00:00,16:15:00,2011-12-02 00:00:00,20:30:00,Rusk County Texas,TRE,Suspected Physical Attack,,,,,,,2011,2011
OE417-2011-0297,2011-12-05 00:00:00,14:00:00,2011-12-06 00:00:00,17:00:00,"Tacoma, Washington",WECC,Suspected Physical Attack,,,,,,,2011,2011
OE417-2011-0298,2011-12-06 00:00:00,08:00:00,2011-12-06 00:00:00,20:00:00,"Bismarck-Mandan, North Dakota",MRO,Public Appeal to Reduce Electricity Usage,,155,34500,,,,2011,2011
OE417-2011-0299,2011-12-06 00:00:00,17:38:00,2011-12-07 00:00:00,11:04:00,"Montague, Michigan",RFC,Suspected Physical Attack,,0,0,,,,2011,2011
OE417-2011-0300,2011-12-07 00:00:00,19:29:00,2011-12-07 00:00:00,22:57:00,Central Virginia,SERC,Severe Weather,,240,60000,,,,2011,2011
OE417-2011-0301,2011-12-08 00:00:00,08:45:00,2011-12-08 00:00:00,16:30:00,"Tacoma, Washington",WECC,Suspected Physical Attack,,,,,,,2011,2011
OE417-2011-0302,2011-12-13 00:00:00,03:19:00,2011-12-14 00:00:00,03:19:00,Clinton County Ohio,RFC,Suspected Physical Attack,,,0,,,,2011,2011
OE417-2011-0303,2011-12-19 00:00:00,08:48:00,2011-12-19 00:00:00,16:00:00,"Croft Substation, Tacoma, Washington",WECC,Suspected Physical Attack,,,,,,,2011,2011
OE417-2011-0304,2011-12-20 00:00:00,07:45:00,2011-12-20 00:00:00,08:45:00,"Sweet Home, Oregon",WECC,Suspected Physical Attack,,12,2500,,,,2011,2011
OE417-2011-0305,2011-12-20 00:00:00,09:30:00,2011-12-20 00:00:00,09:31:00,"Tacoma, Washington",WECC,Suspected Physical Attack,,,,,,,2011,2011
OE417-2011-0306,2011-12-21 00:00:00,10:30:00,2011-12-21 00:00:00,10:30:00,"Boise, Idaho",WECC,Suspected Cyber Attack,,0,0,,,,2011,2011
OE417-2011-0307,2011-12-31 00:00:00,21:26:00,2011-12-31 00:00:00,21:26:00,"Tacoma, Washington",WECC,Suspected Physical Attack,,,,,,,2011,2011
OE417-2012-0001,2012-01-04 00:00:00,12:14:00,2012-01-04 00:00:00,12:14:00,"Tacoma, Washington",WECC,Suspected physical attack,,,,,,,2012,2012
OE417-2012-0002,2012-01-05 00:00:00,10:35:00,2012-01-05 00:00:00,12:25:00,"CSWS/AEP West territory, Oklahoma",SPP,Sabotage,,0,0,,,,2012,2012
OE417-2012-0003,2012-01-05 00:00:00,10:28:00,2012-01-05 00:00:00,12:25:00,"Creek County, Oklahoma",SPP,Suspected physical attack,,,,,,,2012,2012
OE417-2012-0004,2012-01-09 00:00:00,14:30:00,2012-01-09 00:00:00,15:30:00,"Watertown, Connecticut",NPCC,Vandalism,,,,,,,2012,2012
OE417-2012-0005,2012-01-09 00:00:00,13:36:00,2012-01-11 00:00:00,01:05:00,Louisiana,SERC,Load Shed,,150,1,,,,2012,2012
OE417-2012-0006,2012-01-10 00:00:00,21:30:00,2012-01-10 00:00:00,21:30:00,"Rusk County, Texas",TRE,Load Shed,,,,,,,2012,2012
OE417-2012-0007,2012-01-11 00:00:00,07:19:00,2012-01-11 00:00:00,09:07:00,Nevada,WECC,Suspected Physical Attack,,0,0,,,,2012,2012
OE417-2012-0008,2012-01-12 00:00:00,08:26:00,2012-01-12 00:00:00,08:26:00,"Newark, Delaware",RFC,Physical Attack,,0,0,,,,2012,2012
OE417-2012-0009,2012-01-13 00:00:00,09:20:00,2012-01-13 00:00:00,09:20:00,"Newark, Delaware",RFC,Physical Attack,,0,0,,,,2012,2012
OE417-2012-0010,2012-01-15 00:00:00,09:35:00,2012-01-15 00:00:00,09:35:00,"Tacoma, Washington",WECC,Vandalism,,,,,,,2012,2012
OE417-2012-0011,2012-01-17 00:00:00,10:31:00,2012-01-17 00:00:00,17:21:00,"Austin, Texas",TRE,Suspected Cyber Attack,,,0,,,,2012,2012
OE417-2012-0012,2012-01-19 00:00:00,07:00:00,2012-01-20 00:00:00,15:00:00,"King, Pierce and Thurston Counties, Washington",WECC,Severe Weather - Winter Storm,,1600,426000,,,,2012,2012
OE417-2012-0013,2012-01-24 00:00:00,11:22:00,2012-01-24 00:00:00,11:22:00,"Tacoma, Washington",WECC,Vandalism,,,,,,,2012,2012
OE417-2012-0014,2012-01-27 00:00:00,09:40:00,2012-01-27 00:00:00,09:40:00,"Frederickson Substation, Spanaway, Washington",WECC,Vandalism,,,,,,,2012,2012
OE417-2012-0015,2012-01-29 00:00:00,12:45:00,2012-01-29 00:00:00,12:45:00,"Roosevelt Substation, Tacoma, Washington",WECC,Vandalism,,,,,,,2012,2012
OE417-2012-0016,2012-02-11 00:00:00,08:47:00,2012-02-11 00:00:00,10:30:00,"Lamar, Colorado",WECC,Suspected Physical Attack,,0,0,,,,2012,2012
OE417-2012-0017,2012-02-11 00:00:00,08:55:00,2012-02-11 00:00:00,08:55:00,"Tacoma, Washington",WECC,Suspected Physical Attack,,,,,,,2012,2012
OE417-2012-0018,2012-02-13 00:00:00,07:02:00,2012-02-13 00:00:00,16:25:00,"Asheville, North Carolina",SERC,Suspected Physical Attack,,,,,,,2012,2012
OE417-2012-0019,2012-02-14 00:00:00,19:20:00,2012-02-15 00:00:00,16:00:00,"Tacoma, Washington",WECC,Suspected Physical Attack,,,,,,,2012,2012
OE417-2012-0020,2012-02-15 00:00:00,05:33:00,2012-02-15 00:00:00,17:30:00,"Port Orchard, Washington",WECC,Suspected Physical Attack,,0,0,,,,2012,2012
OE417-2012-0021,2012-02-17 00:00:00,03:00:00,2012-02-17 00:00:00,11:33:00,"Little Rock, Arkansas",SERC,Suspected Cyber Attack,,UNK,UNK,,,,2012,2012
OE417-2012-0022,2012-02-19 00:00:00,17:00:00,2012-02-21 00:00:00,07:33:00,"Kentucky, Virginia, West Virginia",SERC,Severe Weather - Winter Storm,,UNK,90000,,,,2012,2012
OE417-2012-0023,2012-02-23 00:00:00,05:45:00,2012-02-23 00:00:00,15:02:00,"South East College Station, Texas",TRE,Suspected Physical Attack,,0,0,,,,2012,2012
OE417-2012-0024,2012-02-23 00:00:00,23:12:00,2012-02-24 00:00:00,01:00:00,"Londonderry, New Hampshire",NPCC,Suspected Physical Attack,,0,0,,,,2012,2012
OE417-2012-0025,2012-02-24 00:00:00,11:24:00,2012-02-24 00:00:00,11:49:00,"Spanaway, Washington",WECC,Suspected Physical Attack,,,,,,,2012,2012
OE417-2012-0026,2012-02-28 00:00:00,02:59:00,2012-02-28 00:00:00,06:12:00,"Sacramento, California",WECC,Electrical System Separation (Islanding),,1,1,,,,2012,2012
OE417-2012-0027,2012-02-28 00:00:00,07:00:00,2012-02-28 00:00:00,07:00:00,Coos County Oregon,WECC,Suspected Physical Attack,,UNK,UNK,,,,2012,2012
OE417-2012-0028,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,,Demand Loss (MW),Number of Customers Affected,,,,2012,2012
OE417-2012-0029,2012-03-02 00:00:00,12:37:00,2012-03-05 00:00:00,12:01:00,Northern Alabama; Southeast Tennessee,SERC,Severe Weather - Tornadoes,,500,UNK,,,,2012,2012
OE417-2012-0030,2012-03-02 00:00:00,13:45:00,2012-03-02 00:00:00,15:30:00,"Piggott, Arkansas",SERC,Operational Failure/Equipment Malfunction,,,,,,,2012,2012
OE417-2012-0031,2012-03-02 00:00:00,21:00:00,2012-03-05 00:00:00,16:30:00,"Southeastern, Michigan",RFC,Severe Weather - Winter Storm,,371,130000,,,,2012,2012
OE417-2012-0032,2012-03-02 00:00:00,21:00:00,2012-03-04 00:00:00,17:30:00,"Lower Peninsula, Michigan",RFC,Severe Weather - Winter Storm,,50,140000,,,,2012,2012
OE417-2012-0033,2012-03-04 00:00:00,01:27:00,2012-03-04 00:00:00,06:58:00,"Prince Georges County, Maryland",RFC,Suspected Physical Attack,,,,,,,2012,2012
OE417-2012-0034,2012-03-04 00:00:00,13:38:00,2012-03-05 00:00:00,11:00:00,Texas,SERC,Suspected Physical Attack,,UNK,UNK,,,,2012,2012
OE417-2012-0035,2012-03-16 00:00:00,16:00:00,2012-03-16 00:00:00,16:00:00,"New Castle, Delaware",RFC,Suspected Physical Attack,,0,0,,,,2012,2012
OE417-2012-0036,2012-03-20 00:00:00,08:00:00,2012-03-20 00:00:00,13:00:00,"Houston, Texas",TRE,Severe Weather - Thunderstorms,,,96000,,,,2012,2012
OE417-2012-0037,2012-03-23 00:00:00,19:34:00,2012-03-23 00:00:00,19:34:00,"Newark, Delaware",RFC,Suspected Physical Attack,,0,0,,,,2012,2012
OE417-2012-0038,2012-03-26 00:00:00,13:24:00,2012-03-26 00:00:00,13:24:00,"Tacoma, Washington",WECC,Suspected Physical Attack,,,,,,,2012,2012
OE417-2012-0039,2012-03-28 00:00:00,10:17:00,2012-03-28 00:00:00,10:17:00,"Graham, Washington",WECC,Suspected Physical Attack,,,,,,,2012,2012
OE417-2012-0040,2012-03-29 00:00:00,12:01:00,2012-03-29 00:00:00,12:02:00,"Lansing, Michigan",RFC,Electrical System Separation (Islanding),,UNK,0,,,,2012,2012
OE417-2012-0041,2012-03-30 00:00:00,11:10:00,2012-03-30 00:00:00,11:30:00,Vermont,NPCC,Suspected Physical Attack,,,,,,,2012,2012
